Τμήμα: Γαστρεντερολογία | Ημερομηνία: 2026-03-03 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Αρχείου | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Μαιευτική-Γυναικολογία | Αριθμός Προσωπικού: 3
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Αρχείου | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Αναισθησιολογία | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Μαιευτική-Γυναικολογία | Αριθμός Προσωπικού: 2
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Αναισθησιολογία | Αριθμός Προσωπικού: 1
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Μαιευτική-Γυναικολογία | Αριθμός Προσωπικού: 2
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 2
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: Μαιευτική-Γυναικολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Λογιστής | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Προμηθειών | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Αναισθησιολογία | Αριθμός Προσωπικού: 2
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Καρδιολογία | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Υπεύθυνος Αρχείου | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Αναισθησιολογία | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Καρδιολογία | Αριθμός Προσωπικού: 2
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 2
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Αναισθησιολογία | Αριθμός Προσωπικού: 1
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Καρδιολογία | Αριθμός Προσωπικού: 2
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 2
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 3
Τμήμα: ΜΕΘ | Ημερομηνία: 2026-03-06 | Βάρδια: Πρωινή Βάρδια (07:00-15:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Γραμματέας | Αριθμός Προσωπικού: 1
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Κοινωνικός Λειτουργός | Αριθμός Προσωπικού: 1
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Νευρολογία | Αριθμός Προσωπικού: 3
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Βοηθός Νοσηλευτή | Αριθμός Προσωπικού: 4
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Νοσηλευτής | Αριθμός Προσωπικού: 1
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Απογευματινή Βάρδια (15:00-23:00) | Τύπος Προσωπικού: Νοσηλευτής | Υποκατηγορία: Προϊστάμενος | Αριθμός Προσωπικού: 1
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Διοικητικός Υπεύθυνος | Αριθμός Προσωπικού: 1
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Διοικητικό Προσωπικό | Υποκατηγορία: Κοινωνικός Λειτουργός | Αριθμός Προσωπικού: 1
Τμήμα: Νευρολογία | Ημερομηνία: 2026-03-06 | Βάρδια: Νυχτερινή Βάρδια (23:00-07:00) | Τύπος Προσωπικού: Ιατρός | Υποκατηγορία: Νευρολογία | Αριθμός Προσωπικού: 2
